Temperature,L=20,L=20_error,L=30,L=30_error,L=40,L=40_error,L=50,L=50_error,L=60,L=60_error,L=70,L=70_error
0.7,0.6645051119403358,0.022044679071778706,1.2814725268365723,0.04551715238265432,2.14877822246581,0.07046176852118692,3.1908361093798847,0.10477181629496438,4.400809645745582,0.1494669199788126,6.226940747365073,0.23051512112594955
0.7333333333333333,0.687383636436117,0.024980967322478485,1.4087815072840184,0.05375178769208972,2.249360839583371,0.08088785167753688,3.3154801542704573,0.10411962099968432,4.750309050911824,0.18100645591071565,6.113026691151511,0.20602015218225078
0.7666666666666666,0.7259697133599583,0.028431503486141756,1.4289111279278244,0.05374631112907783,2.280198747317842,0.07550513409825198,3.3268261234386123,0.10842323940300475,4.810961239284229,0.15616568454873006,6.658213886299977,0.22412829030386036
0.7999999999999999,0.7853780882337569,0.026693516373390454,1.5761687762250038,0.05158046338282188,2.5446358481570064,0.09032321578330776,3.7912446035343397,0.12334404602897563,5.223031239887072,0.16950700679274452,6.424916772496049,0.1996241443584339
0.8333333333333333,0.8897003265931859,0.03427026547920893,1.6717918331732267,0.056928322557239716,2.8495543741622957,0.11564616085102032,4.149890451231653,0.1395012470914014,5.977601729958249,0.2220772078654248,7.348920092757508,0.2544011837843874
0.8666666666666666,1.0526032767431608,0.04307521306757175,2.1442815025549082,0.1049022660758814,3.149924528625247,0.11842568013446432,4.686076228750508,0.20871717220904934,6.102571954307831,0.1978523830782751,8.326863073366017,0.35383213143954023
0.8999999999999999,1.2070588839703245,0.04900421602127707,2.3967843771378616,0.09880756082860337,4.135004791076054,0.20900176946156926,5.424904010729099,0.1973962143176127,7.843418295167215,0.3315113866913459,9.69987350891728,0.347152490718853
0.9333333333333333,1.5077187516149202,0.08386729650658772,3.3172669583372834,0.1867122613110095,5.418524863018209,0.2796138625170843,8.108514456525024,0.4693673578329634,9.691241576811892,0.3554855409543105,14.32205850669016,0.6956933803666407
0.9666666666666666,2.1203525269190964,0.11466004150290003,4.5232119500194345,0.2416910331470494,8.080498499479132,0.4070566839280354,12.962863775796084,0.6191797757105556,19.920907510902065,1.0211748451981109,25.769723779523687,1.2099672507226173
1.0,3.117582193056978,0.15764774501494822,7.348959910052022,0.3344374524525315,14.22431158891957,0.6505832722877589,25.23656514097458,0.997805989771617,36.23275361977913,1.3194847864019212,55.07119135731449,1.763219379700646
1.0333333333333332,4.2418436159012485,0.18287797687045085,10.330863348291135,0.37108084233082106,21.409534824512484,0.6489190026769892,34.721855024935635,0.9196934898396886,46.135026473358465,1.1538037301944597,60.19366982809159,1.3643926157026234
1.0666666666666667,5.554515256495335,0.19901833710306518,13.391157730047613,0.3717520620167209,23.74455989511113,0.556235254672685,30.97410329429823,0.7129937767405178,34.372228147847345,0.8089046931291841,40.72036700898503,1.0236945204524577
1.1,6.489562402294369,0.18647416621816987,13.152546921727543,0.30762152920974273,18.739153374241067,0.4445292938069686,21.68712222179889,0.5429896174915086,22.13377335211738,0.5796977402163823,23.51392941551049,0.6387629168338642
1.1333333333333333,6.757335035039888,0.16305945577228,11.536095735210225,0.2678697488597262,13.411059404850581,0.33052756400815597,14.412136300921718,0.3722644249007316,15.242036147857435,0.44381821487209916,14.943262735302305,0.43036020078356507
1.1666666666666665,6.486541075141398,0.1468906809039967,8.568892546005618,0.20555498211077725,9.751703565882186,0.2648714160547305,10.150089634138045,0.2756835308257247,10.364998186661467,0.3078168507749024,10.074228774535241,0.27512280117402294
1.2,5.122441946381997,0.12154587282097573,6.798214836978074,0.1742578424557197,7.166848005047407,0.18252848074694597,7.23790554890833,0.20887969616991311,7.578663147126588,0.2190434700825152,7.2517511485667905,0.20714326790730356
1.2333333333333334,4.74458375869155,0.11452118051715869,5.244684795321459,0.14223865525307305,5.334913089157334,0.14834508916361597,5.6380336787647,0.1663467755110761,5.315801800576706,0.1506723786482072,5.6838477329577435,0.17531548869845123
1.2666666666666666,3.724050748558949,0.09554000142499608,4.296649719352436,0.1199960388343378,4.225833022150854,0.12175065796071435,4.2890982271610865,0.1255089449177096,4.247545153997744,0.12005431346805388,4.393145043482155,0.12587915940556235
1.2999999999999998,3.203920881318061,0.07897312180971668,3.4492428292325816,0.09848438200634961,3.505355143828305,0.09484692904758742,3.528189090020842,0.10198610794649692,3.384830056528601,0.09933154773835534,3.4263353780832664,0.10267692895576354
1.3333333333333333,2.6646126356790845,0.07095299322103069,2.912715495613333,0.08307883539587162,2.90237862760017,0.08612090901219259,2.893407651280399,0.08623073388133681,2.9340393620762732,0.08945909843776559,3.068137042711922,0.09251638282458717
1.3666666666666667,2.1583485290045155,0.05828913368091573,2.458852107239293,0.0661918422465961,2.541150219258796,0.07578179372740815,2.6195757131689823,0.07756720544709476,2.4769428232898765,0.07286038791546759,2.499055184869983,0.07460136754089298
1.4,2.000164052933116,0.053141288476259096,2.0156814987993523,0.05675472427533389,2.136306061485134,0.06465173723908908,2.21226172976933,0.06586961340637461,2.1049390583316097,0.06015468660411469,2.1058068515737505,0.05934364673310733
1.4333333333333331,1.652185899354998,0.04513111811366793,1.7990501592733597,0.052334567044743444,1.8401884148555636,0.05740888004544237,1.8483899246131892,0.05371614138270741,1.7545970439956406,0.051610561253820596,1.7938702105200142,0.055227027050799245
1.4666666666666666,1.5376988903863178,0.04438562027052231,1.5991864931058446,0.04724628558668338,1.5801271366544205,0.04660390496536373,1.5328496799498303,0.04635639340788146,1.6077951774169814,0.044495600442480306,1.6044371562396968,0.050970840999408094
